"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"DSCR4",0.109636968917261,5.9894758288916,1.29527959621713,0.208371131741921,0.449946407961248,-5.16098425543031
"FPGT",-0.142942600132851,3.7888922400307,-1.2949452619691,0.208484473043872,0.450114274708619,-5.16137501706187
"FCN2",0.10120889755585,5.02739653386991,1.29483180655132,0.208522945947076,0.450120472188644,-5.16150760144568
"CTSL",-0.113220915400016,7.97179853512036,-1.29453016960176,0.208625258212204,0.450264448545048,-5.16186004730761
"LRP1",0.154401924679543,7.16247797408016,1.29420714706252,0.208734867325998,0.450424121454616,-5.16223740351762
"LSM7",0.151845034277213,7.25249383039902,1.29399233523497,0.208807782674606,0.450504572756833,-5.1624883031584
"CEPT1",-0.138197291063152,6.67488509442213,-1.2937491353526,0.20889035779735,0.45056537984215,-5.16277231717258
"NTAQ1",-0.21070105037706,5.88623057791625,-1.29369941815821,0.208907241685888,0.45056537984215,-5.16283037237759
"PAX3",0.0824075390656136,4.78507780014866,1.29357401624454,0.208949832687142,0.450580374324328,-5.16297679685598
"SOCS7",0.14982992973616,5.30641313300133,1.29307310776483,0.209120026232282,0.450870479477276,-5.16356155781776
"ANKFY1",0.132905748112892,6.93394930406574,1.29296689027894,0.209156129495291,0.450871431408178,-5.16368553141106
"GP5",0.0633617519577711,3.55694945677841,1.29239768993522,0.209349682509365,0.451211734736773,-5.16434973575079
"MYOG",0.16294336120472,6.52481399705657,1.29215826010735,0.209431140497856,0.451310364635145,-5.16462905386121
"FYB1",0.08707508449707,5.53816844326817,1.29202955167892,0.209474939361953,0.451327821805243,-5.1647791865054
"FGF23",0.0860415535781728,5.45291555940157,1.29075532841212,0.20990893367125,0.452140409341391,-5.16626482368626
"EHD1",0.083356764739154,5.95880095293573,1.29051258873701,0.209991688390649,0.452140409341391,-5.16654769610194
"CASK",-0.095604791554108,6.66725241969853,-1.290440954699,0.210016114658091,0.452140409341391,-5.16663116490596
"THAP7",0.128862186603868,6.41222795662105,1.29041821479026,0.210023869127886,0.452140409341391,-5.1666576608832
"FBXO24",0.172260150744103,4.54922581919532,1.29039760773888,0.21003089646935,0.452140409341391,-5.16668167136433
"C1QTNF3",0.15865656529307,5.78754461083981,1.29029029371277,0.210067495244225,0.452142210141767,-5.16680670393269
"HOXB13",0.154449087649038,4.80320810555558,1.2900244261503,0.210158188938081,0.452260422594751,-5.16711643052411
"H4C7",0.179585450992256,4.45411353375,1.28973386963256,0.210257339216515,0.45229528550288,-5.1674548566917
"PTN",0.230887793092099,8.19156076354608,1.2894395939182,0.210357795481449,0.45229528550288,-5.16779754856962
"MTTP",0.0661177760067062,3.42945462891929,1.28942054951258,0.210364297906428,0.45229528550288,-5.16781972398886
"MCFD2",-0.14034492365199,5.83946480649209,-1.2891395393147,0.210460262651274,0.45229528550288,-5.16814690148267
"WNT5B",0.13719442932541,5.2591206679191,1.28903164474318,0.210497117540569,0.45229528550288,-5.16827250595259
"COMMD3",-0.121800915013704,8.16964829045196,-1.28895378701475,0.210523715469041,0.45229528550288,-5.16836313774185
"APH1B",0.104354227860175,6.25372585594443,1.28880132177236,0.210575808500649,0.45229528550288,-5.16854060432786
"RPL26L1",-0.151555023062337,7.74374396993088,-1.28877965684116,0.210583211598607,0.45229528550288,-5.16856582043545
"PLVAP",0.137019589083375,6.78453862548849,1.28873588921752,0.210598167994744,0.45229528550288,-5.16861676106446
"CHI3L1",0.169666361670751,6.01835829517763,1.28854298672048,0.21066409695976,0.45229528550288,-5.16884126046528
"LIN7C",-0.142790986551537,5.19179999492369,-1.28847790120559,0.210686345061689,0.45229528550288,-5.16891700034582
"CENPB",0.133377663842021,5.7221865699554,1.28845672541754,0.210693583946683,0.45229528550288,-5.16894164186378
"FASTKD5",-0.173900132850599,6.69890675531173,-1.28842666193052,0.210703861397139,0.45229528550288,-5.16897662509061
"PFDN6",0.1043405092491,5.56545146737337,1.28842637444699,0.210703959677616,0.45229528550288,-5.16897695961602
"ZNF79",0.0874026382389117,5.38918388441237,1.28840576727279,0.210711004635922,0.45229528550288,-5.16900093864498
"MACROD1",0.147090743601222,5.46474940415385,1.28821409845949,0.210776539017089,0.452359155116797,-5.16922395365721
"BMP3",0.102472028446475,5.88878237938188,1.28787507592753,0.210892494343897,0.452506697316743,-5.1696183518622
"PTGER2",0.103980642793051,4.63262285029612,1.28780383095752,0.210916868408413,0.452506697316743,-5.16970122267379
"BCAT1",-0.0781731109048877,4.59065755835399,-1.28753500190207,0.211008858797773,0.452551363004864,-5.17001388437673
"PIK3C2G",0.0890357426842618,4.53909780184695,1.28750748332305,0.211018277105016,0.452551363004864,-5.1700458867265
"CCNJ",0.0801945840575883,3.89394884809216,1.28742920078932,0.211045071286615,0.452551363004864,-5.17013692112331
"SMAD2",-0.139854205140124,6.61787332848315,-1.28708062717046,0.211164411336704,0.452730482029838,-5.17054221846514
"ARCN1",-0.124216510131706,8.40590606121765,-1.28689450804909,0.211228153686638,0.452790360640923,-5.17075858659832
"RANBP1",0.0861072227083121,6.53153950360651,1.28676298198134,0.211273207884753,0.452810165669933,-5.17091147284716
"GNAQ",-0.104585801282792,8.57585712794918,-1.28654620056708,0.211347482455544,0.452892579777194,-5.17116343104716
"HSDL2",0.223204540656357,5.52861455235798,1.285190708889,0.211812363911216,0.453811848318846,-5.1727380550506
"KCNN3",0.224833403414416,6.11760285210823,1.28502066030167,0.21187073969098,0.453860007101501,-5.17293549415455
"RPL3",0.0839467323371107,11.6662663281947,1.28484767727034,0.211930135568758,0.453910334405525,-5.17313631749246
"TAS2R16",-0.169598214860719,4.19561711602775,-1.28453536642938,0.212037403919687,0.454063160189127,-5.17349883396316
"PKP2",0.0758630139296479,4.04158646509826,1.28434754098011,0.21210193586076,0.454085259901877,-5.17371681713464
"CCDC33",0.106009480447391,5.26743560238565,1.2842962641492,0.212119555879181,0.454085259901877,-5.17377632237394
"STK25",-0.210540453376535,7.64769084839744,-1.28418823145249,0.212156682346842,0.454087850839871,-5.17390168447341
"FCER1A",0.0832117183550203,3.43336367698443,1.28363841672402,0.212345709103957,0.454331542065869,-5.17453955488106
"LINC00939",0.102305075655697,4.12088387344602,1.28363073875905,0.212348349714012,0.454331542065869,-5.17454846086114
"GPER1",0.104108751957018,5.11936359469743,1.2835435287014,0.212378344823957,0.454331542065869,-5.17464961611954
"PRTN3",0.102007004600454,3.99607390200765,1.28303560736284,0.212553104711494,0.454628472824805,-5.17523863930524
"TRMT61B",-0.135741453070446,6.90684313697701,-1.2827697651959,0.212644616906785,0.454718409054816,-5.17554685021205
"CYBB",0.0891777818801334,4.64953236335403,1.28270450972992,0.212667084769527,0.454718409054816,-5.17562249746786
"CD59",0.199396127582486,8.5249593025396,1.28243809177245,0.212758833121122,0.454823530343614,-5.17593130780758
"SPO11",0.0795122640312573,3.14551559466263,1.28233858037669,0.212793110434519,0.454823530343614,-5.17604663939024
"RAI2",-0.155180968344251,5.70750206332282,-1.2821795472314,0.212847899220231,0.454823530343614,-5.17623093954361
"SKIL",-0.0645019040416908,4.31240879139215,-1.28214400259877,0.212860146250349,0.454823530343614,-5.17627212879882
"REEP2",0.126101505448273,8.24518400602362,1.28198492101185,0.212914965035882,0.454824718299856,-5.1764564611975
"TP53I11",0.098491188156837,6.10569994688682,1.28193360366155,0.212932651080981,0.454824718299856,-5.17651591991679
"CTSO",0.197909800427347,6.92669821311522,1.2815501941765,0.213064825417201,0.454941894184805,-5.17696009202759
"SLC6A12",0.183356030113565,6.77959967512365,1.28153486827742,0.213070110091889,0.454941894184805,-5.17697784441217
"ADRB3",0.0772819388863457,5.07516455991894,1.28145598158189,0.21309731339123,0.454941894184805,-5.1770692180396
"MSANTD2",-0.177602218115905,4.98692071638085,-1.28135701905748,0.213131443427715,0.454941894184805,-5.17718383849424
"PRR5",0.125164932175886,6.1310276770686,1.28118083171395,0.213192217063005,0.45499480086556,-5.17738788362807
"PAPPA2",0.0700080209242132,6.15982218585919,1.28094006887456,0.213275286807699,0.455095266010083,-5.1776666758336
"CHD1",-0.149469239747271,5.38749186519147,-1.28078194306737,0.213329858092604,0.455134896365979,-5.17784975383651
"TAC3",0.146053834240821,7.63033565718654,1.2804710907601,0.213437168658385,0.455239256585909,-5.17820960224054
"CRELD1",0.15358046102286,6.96410548807316,1.28040935897227,0.21345848428464,0.455239256585909,-5.17828105522376
"ZP2",0.142013511862531,4.79150116679758,1.28032737546762,0.213486795246211,0.455239256585909,-5.17837594450744
"SERINC5",-0.349699791229652,8.01330308975488,-1.27960559192721,0.21373617008778,0.455694164994907,-5.17921112660575
"PFKFB1",0.0923138538741785,5.86308694931302,1.27911152543968,0.213906998450257,0.455966110021803,-5.17978258327517
"DUSP13B",0.0968489702078026,5.77158224568815,1.27900335727014,0.213944412690454,0.455966110021803,-5.17990766965601
"RRP9",0.135645935013608,6.35059230776446,1.27887761841773,0.213987910780906,0.455966110021803,-5.18005306352713
"CD99",0.268577805930207,7.72335516364246,1.27870041181769,0.214049225183924,0.455966110021803,-5.18025794964713
"LINC01565",0.11733483862859,5.66317019384816,1.27867168949226,0.214059164531636,0.455966110021803,-5.18029115609003
"MED20",0.0658331341057978,6.09044630308799,1.27861116586154,0.214080109870239,0.455966110021803,-5.18036112655769
"ANXA9",0.0800691062394504,4.92619179670611,1.27838489883256,0.21415842780297,0.456056089390761,-5.18062268542451
"COQ7",0.0914404502938944,5.89859799086196,1.27828006973163,0.214194719835961,0.456056558249588,-5.18074385175745
"GNL3",-0.214332463242447,6.80956245566392,-1.27768191732665,0.214401891939857,0.456420798079745,-5.18143506152424
"FMOD",0.132716084453439,6.73769230582209,1.27730851985273,0.214531297603986,0.45653402299069,-5.18186640996996
"BRD2",-0.20207344359831,7.73125919615868,-1.27726684306787,0.214545744955306,0.45653402299069,-5.18191454826948
"BPIFA1",0.0862878776394773,6.03325686767028,1.27721589341739,0.214563407783807,0.45653402299069,-5.1819733952633
"R3HDM1",-0.15381446555201,7.86038715333938,-1.2769014290761,0.214672448610908,0.456544578544214,-5.182336558064
"ST18",-0.636179980115375,6.31124049313248,-1.27683380752764,0.214695902022116,0.456544578544214,-5.18241464160628
"DDIT4",0.420797118478044,7.00505655515686,1.27680589391609,0.214705583969825,0.456544578544214,-5.18244687281061
"TNNI1",0.13645631386268,4.43804228533599,1.27678505984687,0.214712810569002,0.456544578544214,-5.18247092903779
"MCM3",0.0961451681629817,6.53689064152503,1.27595619767473,0.215000465339887,0.457079348123793,-5.18342770913986
"EPS8L3",0.094290310507328,6.58525115655439,1.27583562744854,0.215042333662754,0.457091497057532,-5.18356684264511
"ABCD3",-0.247682009965259,7.49409536115002,-1.27539681324726,0.215194765995225,0.457338615982119,-5.18407312278055
"FAM204A",0.0936889997573818,4.88782658314797,1.27519744798573,0.215264047619452,0.457408967067686,-5.18430309043958
"ITGA9",0.169413979401638,5.12829078206413,1.27497308830715,0.215342035598499,0.457492339996498,-5.1845618523588
"DHCR7",0.140358850672371,7.06145221042422,1.2748458166487,0.215386285202285,0.457492339996498,-5.18470862193033
"ZNF83",-0.163305284857138,4.61249054087904,-1.27477232298882,0.215411840544108,0.457492339996498,-5.18479336904933
"TNN",0.0741105999628142,3.92238899751276,1.274405649028,0.215539375891358,0.45766193331003,-5.18521612622373
"RNF34",-0.140176319200381,8.11879848813417,-1.27433460813544,0.215564091818494,0.45766193331003,-5.1852980208714
"AGO4",0.108236494844868,5.03265683922627,1.27404242344574,0.215665769084167,0.457777304650839,-5.18563480499061
"INTS15",0.0829138797023605,5.97590748741808,1.27397036890298,0.215690848991936,0.457777304650839,-5.18571784786979
"ACSL1",-0.319429709656543,6.72174406695949,-1.27367258735337,0.215794521120975,0.457920465010487,-5.18606099855666
"RPL12",0.126017229822673,10.202695495545,1.27334475933565,0.215908698181664,0.458061704038715,-5.18643869411682
"AP2M1",-0.261379985820997,10.2510116848362,-1.27320527314287,0.215957292992525,0.458061704038715,-5.18659937301085
"KRT75",0.106262153904724,5.75915250675383,1.27310076413108,0.215993707809919,0.458061704038715,-5.18671975062724
"ALPP",0.118578563016276,5.30371541021552,1.27306548423955,0.21600600169887,0.458061704038715,-5.18676038549336
"GALNT1",-0.110811509510101,6.73076592541741,-1.27294359591534,0.216048479935436,0.458074950834097,-5.18690076727601
"ASB13",0.163199833577884,7.30556668052666,1.27256274016051,0.216181250034607,0.458279601641103,-5.18733933408394
"SYNJ2",-0.14204590403937,6.75243444053298,-1.27228428922433,0.216278360480192,0.458408602104118,-5.18765990758629
"LGALSL",0.0970019697303129,5.79237135730413,1.27190425970822,0.216410950806611,0.458612747409987,-5.18809732901798
"ZNF750",0.0550023665384356,2.89483232431194,1.27168319780573,0.216488106890513,0.458699369099507,-5.18835172413964
"MTNAP1",0.100021475505629,4.27724639298292,1.27154896398549,0.216534968135607,0.458721783200148,-5.18850618017541
"FOCAD",-0.255379064672739,7.58377259012989,-1.27135748589455,0.216601826937892,0.458786546821204,-5.1887264801248
"RAPGEF6",0.166510899075211,4.34761479443137,1.27102630720342,0.216717502730983,0.458922832454421,-5.18910744177081
"USP13",-0.209866186808836,7.21703636949525,-1.27096544226551,0.216738767111077,0.458922832454421,-5.18917744671318
"CFAP45",0.12299858144566,5.54589435149571,1.27054680366806,0.21688507028927,0.459155717291902,-5.18965887391445
"RNH1",-0.155948265708974,6.31352008756595,-1.27039087900668,0.21693958124364,0.459194228304595,-5.18983814988241
"MGAT3",0.097623922264017,6.98781923682461,1.2701446479822,0.217025684556044,0.459230695000681,-5.19012121813542
"CLBA1",0.10512157710289,7.59040043847057,1.27004589196776,0.21706022543392,0.459230695000681,-5.19023473527339
"DDX28",0.0738147371591134,5.85185747244102,1.27003001725354,0.217065778163732,0.459230695000681,-5.19025298208581
"POU2F3",0.0592413134656142,3.1374001631048,1.26956794571172,0.217227451461274,0.459495845545405,-5.19078401361943
"FNDC3A",-0.0934718405407715,6.14792802874892,-1.26899930013441,0.217426540647109,0.459840039043392,-5.19143729718489
"NCDN",-0.292402104941674,8.15084640367293,-1.26812834834283,0.21773174220727,0.460408499201624,-5.1924373964685
"SMIM27",0.105612743473032,7.10689154431422,1.2675708180285,0.217927286237686,0.460744929749677,-5.19307729025867
"DYNC1H1",-0.134119813526779,10.3603344766158,-1.26724814441926,0.218040519938532,0.460867592069296,-5.19344752198632
"B4GALT4",0.0903312958176258,4.88178788678513,1.26719774898005,0.218058208950291,0.460867592069296,-5.19350533779883
"ZNF747",0.138130652885615,7.76986312615374,1.26703599439702,0.218114992931488,0.460910555847033,-5.19369089628992
"NFKBIB",0.106744685282484,6.51075511531427,1.26685198813018,0.218179602166155,0.460970038467028,-5.19390195635083
"AREL1",-0.23396637730102,7.15811176805408,-1.26641099769902,0.218334504783598,0.461145318731204,-5.19440767710111
"PHF24",-0.246510121354966,7.92293633073199,-1.26640813111768,0.218335511976982,0.461145318731204,-5.19441096395682
"TOLLIP",-0.291414245245212,7.60774405318411,-1.26623306768527,0.218397028493839,0.461198201310774,-5.19461168164822
"ONECUT1",0.0962265782698413,4.70285663247767,1.26612245299641,0.218435904861629,0.461203264055708,-5.1947384938419
"ENDOD1",-0.219424124675013,7.36456394381447,-1.26601734275345,0.218472851569343,0.461204251526332,-5.19485898676297
"COQ4",0.131052295348246,6.52398281313447,1.26587483486761,0.21852295136688,0.461233000689728,-5.19502233670172
"IL1B",0.0788442346041003,6.36050726235694,1.2657171902686,0.218578382864406,0.461272991913651,-5.19520301875982
"KIT",-0.190327685784651,8.1488172432493,-1.26531947812392,0.218718275607239,0.461418645212218,-5.19565876499081
"HCG26",0.0767520840809759,6.41836663482235,1.26531345720892,0.218720393953716,0.461418645212218,-5.19566566353295
"MFNG",0.11646125447707,5.71866465553524,1.26517458319319,0.218769258549331,0.461444734040573,-5.19582477244083
"TNKS2",-0.134810164343295,7.79321462737978,-1.26495245924178,0.218847433102419,0.461453438132838,-5.19607923023422
"SV2B",-0.373924107183676,10.3598238576472,-1.26471264479704,0.218931857715221,0.461453438132838,-5.19635391065125
"TSHR",0.0617601859268404,3.67264836674751,1.26446721009109,0.219018286749134,0.461453438132838,-5.19663498219473
"ENTPD1",0.105114378621378,5.21370063285367,1.26437784809127,0.219049761782932,0.461453438132838,-5.19673730783534
"PLAGL1",-0.117155839274498,4.79319728699898,-1.26437443818215,0.219050962887914,0.461453438132838,-5.19674121229313
"MFAP2",0.107249666819771,5.82242637013147,1.26430720019579,0.21907464779999,0.461453438132838,-5.19681820014801
"ARB2A",-0.133068242508675,7.75544317203998,-1.2642835851497,0.21908296678226,0.461453438132838,-5.19684523866912
"CDKN2AIP",-0.132831369474226,5.76872913411442,-1.26417991533808,0.219119489895152,0.461453438132838,-5.19696393237601
"SPPL2B",0.123271329197499,4.79259426197078,1.26412783973235,0.219137838012061,0.461453438132838,-5.19702355166159
"DCPS",0.133585344955816,5.31783117135405,1.26412632301665,0.21913837242344,0.461453438132838,-5.19702528805738
"MIER2",0.0801993221285691,6.10017969376156,1.26391973004469,0.219211174331766,0.461460074279185,-5.19726178711712
"SNRNP70",0.128434416605905,6.95032790098703,1.26391023048956,0.219214522353934,0.461460074279185,-5.19727266101618
"SNX16",-0.139168696273267,3.86385187923422,-1.26362681689704,0.219314426641274,0.461593523560118,-5.1975970450968
"GOLGA8N",-0.157604182844723,8.41600959274023,-1.26327047654343,0.219440087391512,0.461781129309403,-5.19800480972393
"MLH3",0.100851972984074,5.81367171660039,1.26292593555647,0.219561639651751,0.461960028310382,-5.19839897836749
"TADA3",0.0795448683946563,5.88185617342692,1.26278174593204,0.219612524311659,0.461990207133494,-5.1985639096714
"TBC1D22A",0.0665284253305712,7.19804060860084,1.26261210770974,0.219672401376986,0.462039289737022,-5.1987579296662
"INO80B",0.0947584760770322,7.28474045448863,1.26246611294105,0.219723943047493,0.462070827004234,-5.19892489007157
"SGCB",0.0981854649640499,5.36550117617406,1.26166643923992,0.22000642248459,0.462587926072288,-5.19983910730485
"SELENOP",-0.487364169555519,9.68296895619154,-1.26122637757919,0.220161989983376,0.462838051107387,-5.20034199036533
"ZNF330",-0.0986609925242858,5.86101883743454,-1.26104463814201,0.220226261808687,0.462896197514087,-5.20054963024262
"SRPK3",0.114712408906618,6.64534666345632,1.26026952473163,0.220500540632045,0.463395667422032,-5.20143491986256
"UNG",0.123287769199463,7.23592548532397,1.25990114945572,0.220630984238752,0.463592742850349,-5.20185549292442
"KIF25",0.109401320269147,5.50922227392191,1.25973949208599,0.220688246606944,0.46363600894842,-5.20204002337837
"RAB5C",0.163830382590115,7.39994415196337,1.25959131810702,0.220740742874554,0.463669249404051,-5.20220914480164
"HTR7P1",0.147574880572866,4.25233217059312,1.25942467212583,0.220799794973336,0.463716247150812,-5.20239932921443
"MSR1",0.0725880286990224,4.15396893791417,1.2592306646012,0.220868558049355,0.463783620564357,-5.20262071271423
"SUMO3",-0.169920534110685,8.30952461212807,-1.25884943240842,0.221003727873553,0.463990390485775,-5.20305565441284
"ZNF80",0.0903899967446913,2.96383026189416,1.25855883678237,0.221106804083647,0.464129723398565,-5.20338711433238
"PDZD7",0.102966629141477,6.27176011746601,1.25823903986079,0.221220280709494,0.464230701099944,-5.20375180593704
"NMU",-0.196509834965063,4.8230990133071,-1.25821631621403,0.22122834565587,0.464230701099944,-5.20377771661298
"PNO1",-0.15961324209984,6.93316048963355,-1.25756609683166,0.221459213132108,0.464638040429677,-5.20451896001583
"SPP1",-0.612081296510415,8.88968269916963,-1.25707532265831,0.221633589889907,0.464899657394299,-5.20507821951437
"RBFOX2",-0.22311984851864,7.50526792547243,-1.25700819385736,0.221657449558873,0.464899657394299,-5.20515470125447
"SV2A",-0.26032945515918,10.1794808375274,-1.25669542221236,0.221768644259673,0.464941104315966,-5.20551100455793
"KHDRBS2",-0.154747571727588,6.06456977643089,-1.25664017511686,0.221788289809124,0.464941104315966,-5.20557393304401
"SCARB1",0.0742086037481747,5.57697336208163,1.25633970735518,0.221895157724208,0.464941104315966,-5.20591613531622
"WDR74",0.113685076217693,6.17471973043025,1.25633909657337,0.221895375002189,0.464941104315966,-5.20591683086307
"CCDC15",0.128667137079968,4.75274847623911,1.25632575254718,0.221900122013007,0.464941104315966,-5.20593202671668
"HSD17B1",0.0883934647421915,4.0618491652382,1.25618423201968,0.22195047137901,0.464941104315966,-5.20609317832684
"HTR1A",-0.0843700619973015,5.46187353603097,-1.25612200008893,0.221972614665898,0.464941104315966,-5.20616403784841
"UBE2J1",-0.095379344320494,5.73504804826883,-1.25605764803691,0.221995514108408,0.464941104315966,-5.20623730824348
"LARP4B",-0.0709417194532245,5.91979265998111,-1.25602205050306,0.222008182136794,0.464941104315966,-5.20627783773864
"CBLB",-0.0950020367393502,4.31016259378992,-1.25526185183567,0.222278844603279,0.465430843378479,-5.20714312460838
"MTX1",0.112386573360034,7.37311337738884,1.25496435977284,0.222384832855857,0.465575665142673,-5.20748161872645
"MAP6D1",-0.211968225840277,8.14260501455744,-1.25456844885513,0.22252594496011,0.465793960617661,-5.20793198936745
"PIK3IP1",0.124621109227994,7.572142484638,1.25415629743131,0.222672918270968,0.466024450537964,-5.2084007046837
"POU6F2",0.126083989628152,5.18508326096645,1.25374382394901,0.22282008069461,0.466192513996967,-5.20886965367297
"FANCF",-0.142323169827264,4.73120040526464,-1.25369223447981,0.222838492030403,0.466192513996967,-5.20892829739391
"BAZ1B",0.10667530566932,6.99239019377103,1.25345939542477,0.222921602484708,0.466192513996967,-5.20919294862512
"ZKSCAN1",-0.17561142238497,5.52026261558878,-1.25335201024386,0.222959940937944,0.466192513996967,-5.20931499131088
"DIO2",0.151023238184855,5.94717084587925,1.25323405922318,0.223002057392989,0.466192513996967,-5.20944903165389
"DCUN1D1",-0.175922942873249,7.42334118211705,-1.25321724301439,0.223008062406683,0.466192513996967,-5.20946814082438
"ENTREP2",0.213294085706444,6.6634020516653,1.25320566884791,0.223012195575829,0.466192513996967,-5.20948129304964
"PROC",0.123701217173657,5.57067070337135,1.25310482454253,0.223048209852697,0.466192513996967,-5.20959588236867
"C3AR1",0.155679632034115,5.66554057535279,1.2525992156629,0.223228843691431,0.466407386005901,-5.21017028583782
"LHB",0.170682026339866,6.26776974115648,1.25248039973073,0.223271308085366,0.466407386005901,-5.2103052392708
"TNNT3",0.146866602824676,5.18325296123993,1.25245013772094,0.223282124606531,0.466407386005901,-5.21033960968703
"SLC44A1",-0.244022408558585,5.48838643351439,-1.25240411038644,0.223298576879991,0.466407386005901,-5.21039188437765
"NME1",-0.22056376620844,9.34658906323889,-1.25160396362071,0.223584733901981,0.466833386133145,-5.21130037210404
"CTSZ",0.137816311704525,6.44381263007127,1.25155206983198,0.223603302378284,0.466833386133145,-5.21135927513302
"ATAD5",0.107254895171471,5.37633734705563,1.25152412295888,0.223613302730549,0.466833386133145,-5.21139099589073
"SEMA6B",0.131693508509877,7.62413414523862,1.25139291158415,0.223660259238879,0.466845650418614,-5.21153991761445
"NBR2",0.143387190700724,5.83407311846557,1.25130135834746,0.223693027781062,0.466845650418614,-5.21164382035695
"NHLRC2",-0.143849310958902,5.63119203052626,-1.25084464001029,0.223856550209767,0.467051465395747,-5.21216204716909
"ITGA6",0.190259064405136,5.74020954295412,1.25081957024598,0.223865528774676,0.467051465395747,-5.2121904884868
"GSE1",-0.194918333308239,7.22785190321137,-1.25070868681685,0.223905244215093,0.467057251709524,-5.21231627839475
"USP34",-0.0620368648351994,6.54233220188675,-1.25008230530938,0.224129698128321,0.467316813259372,-5.21302668649302
"INAVA",0.117975089781881,5.20827317110037,1.25003624327672,0.2241462105066,0.467316813259372,-5.21307891547401
"ANOS1",0.299050653238582,7.74354412655716,1.24996251654012,0.224172642097018,0.467316813259372,-5.21316250956002
"CCDC47",-0.248276146401057,7.18595947946534,-1.24994527018698,0.224178825387854,0.467316813259372,-5.21318206349714
"BNIP2",0.0778824590030542,4.26926133652083,1.24979145230501,0.224233979077423,0.467316813259372,-5.21335645213506
"LAMP2",-0.493472189988758,6.63196013206649,-1.24964354614016,0.22428702279935,0.467316813259372,-5.21352412103287
"SORBS2",-0.183288011945072,7.30679970975656,-1.24962243162385,0.224294595898532,0.467316813259372,-5.21354805540774
"SERPINB1",0.113720762937082,4.79478352145541,1.24940176040502,0.224373755258829,0.467316813259372,-5.2137981765919
"GBP2",0.0842652944282366,4.51702020725302,1.2493996189671,0.224374523541628,0.467316813259372,-5.2138006036319
"ERCC2",0.131662891234741,6.04537503232314,1.24933055728132,0.224399301850641,0.467316813259372,-5.21387887410683
"CCL8",0.0763695345365436,3.83345830084569,1.24879253745406,0.224592406892013,0.467641930226567,-5.21448850676522
"IL36G",-0.118099677828545,4.75883161224705,-1.24864523546894,0.224645298339699,0.467675038186862,-5.21465537587632
"FMO5",0.077549749870897,4.42214798490786,1.24840152238569,0.224732828807732,0.467713049053049,-5.21493142580905
"TREX2",0.125675953886052,4.29989225704653,1.24834039393611,0.224754787400646,0.467713049053049,-5.21500065775313
"STK11",0.117804874401401,7.44577706729391,1.24828541553772,0.224774538167075,0.467713049053049,-5.21506292187095
"ATG14",-0.173212749154438,6.41232171487054,-1.24809845477046,0.224841712970906,0.467775839573995,-5.2152746409492
"SENP6",-0.122518872140145,5.46776295201804,-1.24711258127021,0.225196189571239,0.468436233094632,-5.21639061718837
"TAF9B",-0.131819942654625,4.93933977168,-1.24681751935123,0.2253023636356,0.46853013608681,-5.21672446985143
"ST3GAL6",-0.0930828366452477,4.51939157086232,-1.24678116069329,0.225315449450906,0.46853013608681,-5.21676560374401
"DSTNP2",-0.154595010894109,6.47405480297505,-1.24647422773389,0.225425940541965,0.468682809779981,-5.21711280715587
"S100A7",0.0718351652851858,5.03693837436709,1.24611508044443,0.225555280423763,0.468869953009952,-5.21751898205897
"GRIP1",0.100352049887012,4.22031764095057,1.24601835762319,0.225590122926484,0.468869953009952,-5.21762835276408
"MAK16",-0.140163945139623,6.73083926060923,-1.24587935056749,0.225640204682228,0.46889696051897,-5.21778552415842
"MAGI1",-0.0818803439084213,6.16324156858746,-1.24519943752437,0.225885287303381,0.469208780332281,-5.21855406515099
"PTGIS",0.0771136551622751,5.00663476995285,1.24515441363319,0.225901523851779,0.469208780332281,-5.21860494522907
"ABI3BP",0.0844023424286513,3.88352761133968,1.24486761373399,0.226004970718408,0.469208780332281,-5.21892901152556
"CDX2",0.140656591721808,6.04184083168798,1.24470174664188,0.226064814378023,0.469208780332281,-5.21911640180367
"IGFBP2",-0.21559131789203,5.96755487734078,-1.24468678932287,0.226070211465124,0.469208780332281,-5.21913329895115
"PELI2",0.195885084212479,6.16720550073186,1.24462879196931,0.226091139724774,0.469208780332281,-5.21919881637999
"NOP2",0.121331871646313,7.64105635302176,1.2445587378194,0.226116420630102,0.469208780332281,-5.21927795040962
"RFPL3S",0.133096595235318,3.74302835202759,1.24454391087793,0.226121771602906,0.469208780332281,-5.21929469861289
"ALPG",0.110565904064679,6.3459657647788,1.24453699850369,0.226124266278936,0.469208780332281,-5.21930250662762
"ABCF2",0.0800756137673171,6.5307647272015,1.24402895184996,0.226307677745851,0.469365731169987,-5.21987627885685
"RAB5B",-0.110639506010031,8.46574598987131,-1.24397198383551,0.226328251006735,0.469365731169987,-5.21994060418502
"TPM4",-0.148142601717979,5.94076938723471,-1.24396116029485,0.226332159949378,0.469365731169987,-5.21995282527888
"MRPS17",-0.172251168825509,7.0416807731064,-1.24391618531369,0.226348403301701,0.469365731169987,-5.22000360652117
"MIA3",-0.159883453842706,7.0777452911426,-1.24372618576066,0.226417034135613,0.469431053226723,-5.22021811751254
"ANKRD40",-0.0998448412700599,5.62336545432452,-1.24347654720364,0.226507231612718,0.469541060711525,-5.22049991846956
"DIABLO",0.0922072550462511,8.41059567026639,1.24325048330392,0.226588934888487,0.469633426851663,-5.22075506543039
