"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"IMPA2",0.377445904887068,5.00619716539743,3.15038873468131,0.00456275441580842,0.11463331514432,-1.99615866480387
"CLDN9",0.26372710777573,6.23117075301817,3.14942511864071,0.00457315486473543,0.11463331514432,-1.99815212271444
"PTPRD",-0.49719482799407,8.05873226219972,-3.14829164296401,0.00458541794609443,0.11463331514432,-2.00049671589194
"SLC25A36",-0.513968469042393,7.97418297095878,-3.1480652266773,0.00458787134881166,0.11463331514432,-2.00096502430089
"UBFD1",-0.283098760393312,5.27424990814378,-3.1471467221745,0.00459783709567054,0.114655728600715,-2.0028646999637
"PARD3",0.239042376875665,5.37788417288669,3.14528081051047,0.00461814660345891,0.114894168031643,-2.00672326334748
"DMXL2",-0.365139819095532,7.29384168468937,-3.14460040996603,0.00462557395618968,0.114894168031643,-2.00813009119586
"PSMD12",-0.540273553017977,7.35445301575745,-3.14367406988999,0.0046357045686501,0.114920025218516,-2.01004527273093
"NAP1L3",-0.625171282270207,9.67272695460654,-3.14197260416604,0.00465436793638141,0.115092944020949,-2.01356251602665
"COPS2",-0.371818552859265,7.04855640702083,-3.14137988938738,0.00466088644615408,0.115092944020949,-2.01478761805307
"FANCC",0.234359658439212,6.53942997537688,3.13790681510622,0.00469925986469835,0.115814312805811,-2.02196468426759
"LEPROTL1",-0.264081926121318,7.01841130467911,-3.13707776376353,0.00470846491347249,0.115815412258819,-2.02367751734076
"EIF4E",-0.446969453723937,6.44508774644305,-3.13622206756433,0.0047179840587315,0.115824218358335,-2.02544524053558
"PIAS1",-0.387939947430824,7.35216464725424,-3.13448339292451,0.00473738311044262,0.115847986234857,-2.02903655061674
"TBCA",-0.257254132310771,9.03088382215873,-3.13334541244096,0.00475012165739417,0.115847986234857,-2.03138673906487
"ADAM19",0.149059067702216,5.85752528719392,3.13225792242003,0.00476232590722954,0.115847986234857,-2.03363238591241
"PPM1A",-0.27964912743794,6.4917358123672,-3.13155971855988,0.0047701773795686,0.115847986234857,-2.03507402615289
"PITX2",0.158639042448017,3.05234130477205,3.13088234314851,0.00477780657092016,0.115847986234857,-2.03647255701756
"ATP4B",0.179154247124268,4.60008144622264,3.13059688316294,0.0047810251958643,0.115847986234857,-2.03706189636424
"PNISR",-0.304579494750203,7.00913925393423,-3.13041355922104,0.00478309331761411,0.115847986234857,-2.03744036374897
"NDUFB3",-0.2805030989714,9.2396249046377,-3.12852900367414,0.00480440356701443,0.116045095240005,-2.04133054623403
"ZRSR2",0.273967728380509,7.27044786375984,3.12763563209774,0.00481453765520201,0.116045095240005,-2.04317440765248
"TAF7",-0.42851116438803,8.00527721198193,-3.12688979070307,0.0048230140115075,0.116045095240005,-2.04471364037319
"SECISBP2L",-0.700889230469128,7.70980873170682,-3.12645641121903,0.00482794590652871,0.116045095240005,-2.04560797190965
"ARPIN",0.34600511949048,5.71186636714157,3.12480764303286,0.00484675354288867,0.116276100650363,-2.04901002428813
"GPC1-AS1",0.220248551768494,3.63768175891735,3.12325130957002,0.00486457161977907,0.116350794373425,-2.05222079150594
"ITPR1",-0.76839204299591,7.90412156050441,-3.12242327781975,0.00487407729279349,0.116350794373425,-2.05392882780046
"ATG5",-0.324593174106462,6.16423465840198,-3.122127652562,0.00487747536327733,0.116350794373425,-2.05453859659369
"HNRNPH3",-0.258801520199821,7.60692724269008,-3.12030227350661,0.00489850790383942,0.116570696918511,-2.05830326508659
"GPRC5C",0.277257835442963,6.3548741711461,3.11972876085841,0.00490513412644528,0.116570696918511,-2.05948592556333
"POMT1",0.247089994060552,6.61873794404996,3.11650737469225,0.00494251421431725,0.117096829534411,-2.06612748622748
"GLIPR1",-0.344685794580442,5.66822010121111,-3.11611784285998,0.00494705281469522,0.117096829534411,-2.06693042934547
"FBXO11",-0.241458012516752,5.8766230073287,-3.11395278752363,0.00497235214940722,0.117096829534411,-2.07139264114084
"GULP1",-0.331986929002406,5.6723597243156,-3.11391739929404,0.00497276670644679,0.117096829534411,-2.07146556803508
"SYT1",-1.09019174634005,10.0280719474952,-3.11384780933001,0.00497358201850656,0.117096829534411,-2.07160897590896
"NFU1",-0.337879979067344,7.39889245954072,-3.11252224735807,0.00498913686665291,0.117206155970007,-2.07434042565728
"RLBP1",0.377779344520073,6.03745858740814,3.11187352251935,0.00499676643738304,0.117206155970007,-2.07567704171649
"FGF9",-0.7267166499989,7.45331465875211,-3.11042795205865,0.00501380810194163,0.117388103394163,-2.07865511551305
"ODF2",0.270111804894283,4.7597507115378,3.10821868904314,0.00503996118254673,0.117676017129427,-2.08320558573946
"TBC1D2B",0.158920378886119,6.26309212262846,3.10677959210904,0.00505706779647364,0.117676017129427,-2.08616913084145
"KIF24",0.187713706700088,4.15892146497211,3.1057692926096,0.00506911070783526,0.117676017129427,-2.08824936809058
"GTPBP4",-0.196257530027191,6.05102823378501,-3.1057336592229,0.00506953596721524,0.117676017129427,-2.08832273406905
"TMPRSS4",0.222438166726449,5.56454940831518,3.10513422128904,0.00507669499525438,0.117676017129427,-2.08955688016786
"YIPF5",-0.406256125700162,5.78875400313265,-3.1046946529529,0.00508195090980521,0.117676017129427,-2.09046182847985
"DUSP3",-0.333543588564074,7.54522889115533,-3.10302789128725,0.00510192806367234,0.117922626159067,-2.09389282426044
"SRP9",-0.402513882145517,10.0069678741123,-3.09961641523849,0.0051430529931823,0.118539727553611,-2.10091329959689
"TMEM187",0.275729981478617,5.46667702156192,3.09925910039048,0.00514737882044868,0.118539727553611,-2.10164846345262
"CYP4B1",0.219557439917531,3.86738602124806,3.09732709766273,0.00517082939685016,0.118863265571594,-2.10562298953391
"RAPGEF5",-0.503943187773058,7.43030038218849,-3.09481090891164,0.00520152521663654,0.119194288492455,-2.11079801925789
"DNALI1",0.22561709894443,4.93640291669242,3.09460172214364,0.0052040850468904,0.119194288492455,-2.11122818671835
"H3C11",0.247233875437347,4.20014178823205,3.09341682417953,0.00521860763890307,0.119222706203946,-2.11366459652954
"EEF1G",0.212752283276175,11.2235873486177,3.09296255837549,0.00522418565506494,0.119222706203946,-2.11459858060711
"GADD45G",0.357227827807666,5.01227595260974,3.09154057715287,0.00524168359624234,0.119406496769895,-2.11752190825586
"C3orf36",0.274259290481416,6.35793412025016,3.09013407457954,0.00525904661211682,0.119468164372893,-2.12041295448334
"SNX2",-0.440615440423343,6.08748807516241,-3.08945787685006,0.00526741386084883,0.119468164372893,-2.12180270626816
"MRPS30",-0.311044932059544,6.86817008803694,-3.08741192821018,0.00529280854577205,0.119468164372893,-2.1260069852636
"CCNP",0.289258302887185,7.99831102615983,3.08718309190335,0.00529565622633276,0.119468164372893,-2.12647716715486
"AMACR",0.288653680292005,4.40992155081008,3.08718042093118,0.00529568947310823,0.119468164372893,-2.12648265503534
"UCN",0.321490684961639,6.02566168977809,3.08674702696338,0.00530108678424371,0.119468164372893,-2.12737310070945
"AMHR2",0.235918475272022,6.48016453344369,3.08457510504021,0.00532821492757563,0.119865874251492,-2.13183484514257
"STIMATE",0.241093924814075,5.66336741092686,3.08322646429079,0.00534512721631003,0.120032759139978,-2.13460478297873
"MAPKAPK3",0.324268180824222,6.40617500169585,3.08245653288682,0.00535480551907275,0.120036890385881,-2.13618593451331
"NRIP1",-0.575532658705626,6.80596982502695,-3.08165011519573,0.00536496056338159,0.120051675049263,-2.13784186674014
"SLC44A4",0.185534570366878,4.00439034167291,3.08042077485451,0.00538047707944061,0.120186169108423,-2.14036595356179
"CDKL5",0.26997306172202,4.50801248010449,3.07768029801609,0.00541522260205484,0.120322517897164,-2.14599143777714
"PHKA1",0.345330122760201,5.46272312479689,3.07713252497506,0.00542219348275403,0.120322517897164,-2.14711566161238
"FLRT3",-0.38820850356677,5.90683306558267,-3.0770290171727,0.00542351167839531,0.120322517897164,-2.14732808827732
"EYA2",0.351258008156692,4.96839673070952,3.07693974456052,0.00542464883345594,0.120322517897164,-2.14751129836879
"RIPK4",0.204786000880785,6.37670991795491,3.0744741737235,0.00545614617289457,0.120809205015597,-2.15257053547341
"GORASP2",-0.268319158720279,7.86811554557236,-3.07217755899633,0.0054856434614787,0.121099820579288,-2.15728179375045
"GIPR",0.2411783462351,5.03346025204727,3.07196136129189,0.00548842815723577,0.121099820579288,-2.15772523597623
"SNED1",0.202658066363397,5.37722948126309,3.06874265421806,0.00553004742093501,0.121422860371972,-2.1643258051124
"NDRG3",-0.361694692798583,8.87751718126201,-3.06835281080194,0.00553510884129222,0.121422860371972,-2.16512508632543
"PSMD7",-0.361684904883221,8.51144274142065,-3.06832023917603,0.00553553192744726,0.121422860371972,-2.16519186506643
"ADNP2",-0.23205330814489,6.84750500626012,-3.06747123341378,0.00554657099653829,0.121422860371972,-2.16693241812968
"ATP5MC3",-0.406742951593925,9.5261625485445,-3.06631454739401,0.00556164473458688,0.121422860371972,-2.16930347331499
"SSBP2",-0.310327498022873,7.10567943856806,-3.06487085684359,0.00558051398763375,0.121422860371972,-2.17226240396127
"MED12",0.218897180474884,6.54492754916877,3.0647856134842,0.00558163005537579,0.121422860371972,-2.17243709984556
"MPHOSPH8",-0.770028533093167,7.36656409468049,-3.06420659909436,0.00558921661759356,0.121422860371972,-2.17362367352199
"DHX29",-0.332846089203747,6.0197193668242,-3.06316512274466,0.0056028875928311,0.121422860371972,-2.17575776897084
"H1-5",0.298905289415967,4.71688242974308,3.06192839969553,0.00561916327455498,0.121422860371972,-2.1782916095203
"TRPV5",0.250988498090659,5.74904062985508,3.06164990000675,0.00562283469296519,0.121422860371972,-2.17886215884059
"TMEM80",0.188009004457182,6.12957334918425,3.06027956825295,0.00564093321018311,0.121422860371972,-2.18166922353861
"CLDN3",0.209816783028764,4.98211648223,3.05902912316775,0.00565749723619327,0.121422860371972,-2.1842303135631
"HMG20A",-0.359835944950715,6.76972605710383,-3.05886571251584,0.00565966531031218,0.121422860371972,-2.18456497423503
"RSPH14",0.282840391721014,4.79041810394277,3.05791127643992,0.00567234440504285,0.121422860371972,-2.18651950607314
"CSDE1",-0.227398280841978,9.70709669036287,-3.05790605554515,0.00567241383650357,0.121422860371972,-2.18653019702659
"CACYBP",-0.325405208319564,7.79182676529097,-3.05790199141148,0.00567246788503443,0.121422860371972,-2.18653851924762
"TAPT1",0.158472102624887,4.41897072431468,3.0576409803955,0.00567594008382783,0.121422860371972,-2.1870729892757
"SARAF",-0.354617289341875,10.7445895267638,-3.05639723108091,0.00569251363927773,0.121571705982075,-2.18961957949689
"MED16",0.278872373348532,6.58443934805442,3.0545225790433,0.00571758227345899,0.121811924759763,-2.19345724740981
"FOXC1",0.258223477052015,7.01590481334614,3.05411615117326,0.00572303118779557,0.121811924759763,-2.19428914904138
"SLC2A4RG",0.23741341405527,6.47183942669729,3.05205179560144,0.00575078488352253,0.122123956658575,-2.19851398472304
"SIRT5",0.151397819394833,5.29858864762871,3.05132697178153,0.00576056026090931,0.122123956658575,-2.19999713913072
"MTF2",-0.239996356212025,5.55913449852997,-3.04965184986703,0.0057832130701028,0.122123956658575,-2.20342433384808
"DNM3",-0.351872306245382,9.38748878285486,-3.04961010322124,0.0057837787060419,0.122123956658575,-2.20350973620797
"TCP10L",0.210430255901831,5.9323253119844,3.04764428135131,0.00581047444908583,0.122123956658575,-2.20753079882963
"ZMYM2",-0.217678296885215,5.14153999460432,-3.04755671260785,0.00581166637983295,0.122123956658575,-2.20770989774619
"PDGFRL",0.177414627287841,5.16210840075643,3.04713557356667,0.00581740194513991,0.122123956658575,-2.20857120130816
"RASA1",-0.502357925515204,8.44468568786854,-3.04580531091272,0.00583555479407812,0.122123956658575,-2.21129154013182
"FAM216A",-0.570826522030856,6.65328711366824,-3.04573775729225,0.00583647808679214,0.122123956658575,-2.21142967336543
"IKZF1",0.152033888522828,4.80584774290151,3.04312676753421,0.00587227175164094,0.122123956658575,-2.21676775888725
"ZNF213-AS1",0.186911557272802,3.71060511398642,3.04174643166219,0.0058912797507872,0.122123956658575,-2.2195891407207
"PPP2R3B",0.262593863046729,4.46008330016841,3.04126834732702,0.005897877020756,0.122123956658575,-2.22056622817734
"LTB4R2",0.47105656144494,6.00483191302227,3.04117282436295,0.0058991960299624,0.122123956658575,-2.220761447066
"ZNF574",0.225775547828165,7.51512927983085,3.04094864403334,0.00590229269173612,0.122123956658575,-2.22121959238584
"RBP1",0.596876360959835,7.42601195438063,3.04030135773362,0.00591124259947789,0.122123956658575,-2.22254234779635
"PTBP1",0.224421020401026,6.54635341824391,3.04009056971672,0.00591415994119595,0.122123956658575,-2.22297307943007
"TMEM14A",-0.500055691894888,9.23430568737765,-3.04008319413132,0.00591426204559928,0.122123956658575,-2.22298815076353
"BMI1",-0.510826182180032,8.02772301040988,-3.03956170330295,0.00592148563535153,0.122123956658575,-2.22405373580854
"PLXNB2",0.205606588913716,6.61448190516541,3.03946169634303,0.00592287188116419,0.122123956658575,-2.2242580768089
"SLC20A1",-0.274389651304202,8.22534694409547,-3.03817506808138,0.00594073431665183,0.122123956658575,-2.22688678460057
"C5",0.283727027868069,4.60974521942534,3.03797967185671,0.00594345155395995,0.122123956658575,-2.22728596280876
"TNP1",0.198179939163484,4.55669858866268,3.03749488403766,0.00595019831540632,0.122123956658575,-2.2282763035373
"RIN1",0.257857956325494,6.85066719800014,3.0354418686897,0.00597885168184693,0.1222504214293,-2.23246963286704
"PARVA",0.275052114798215,6.68691999251877,3.03482062075085,0.00598754837130781,0.1222504214293,-2.23373834158877
"BCL2",0.223823942877276,6.38467852470972,3.03444809724507,0.00599276906088117,0.1222504214293,-2.23449906130659
"AZIN1",-0.400053605354609,8.0812669463896,-3.034286317181,0.00599503767192644,0.1222504214293,-2.23482941717383
"RANBP10",0.164239321410608,6.56998280504449,3.03312140277539,0.00601139742903782,0.122262103230809,-2.23720798930113
"ESRRG",-0.237869792780592,5.1228888236621,-3.03286875437746,0.00601495121486696,0.122262103230809,-2.2377238135392
"UBE2E3",-0.383623609645097,8.5135574458202,-3.03056946761701,0.00604738620990951,0.122557214488923,-2.24241747140188
"BFAR",-0.313927068733344,7.11791681208183,-3.0304654701369,0.00604885722068242,0.122557214488923,-2.24262973622608
"SUZ12",-0.409310588844211,7.69406580683265,-3.02975697049043,0.00605888787278441,0.122564031000981,-2.24407575356954
"NIPSNAP3B",-0.366159366750557,5.10993745234849,-3.02775343047895,0.00608733975520562,0.122942869848346,-2.24816422099865
"QTMAN",-0.198767699372872,7.16134738196492,-3.02585510675703,0.00611441587556231,0.122949476376829,-2.25203706471104
"RAD23B",-0.299042138184746,6.7859663903996,-3.02490776299627,0.00612797124110629,0.122949476376829,-2.25396944305779
"STX7",-0.244914861252028,7.85937287695069,-3.0247990536155,0.00612952858850083,0.122949476376829,-2.25419117265624
"DDX18",-0.194442685125864,6.75983925083656,-3.02405578201985,0.00614018672923317,0.122949476376829,-2.2557071113882
"CDC37L1",-0.411051456743223,6.36997936891871,-3.02405081950008,0.00614025794905838,0.122949476376829,-2.25571723222833
"COPS8",-0.32286205264182,7.82567650263414,-3.02322109481441,0.00615217694400012,0.122949476376829,-2.25740933301214
"KHDRBS3",-0.420330809209661,8.5077577704234,-3.0229733697589,0.00615573982017978,0.122949476376829,-2.25791449842839
"STN1",0.246080492421775,5.4072602376264,3.02169011906414,0.00617422776669027,0.123124229738589,-2.2605310819186
"COPS4",-0.614717091557776,8.69629853793666,-3.01898344100381,0.00621339822699881,0.123710226431411,-2.26604872674133
"METTL22",0.241469547212648,6.42564436170134,3.0174021014321,0.00623639335766078,0.123972832108342,-2.26927148821287
"SLC38A2",-0.486490610696172,8.98409694975936,-3.01528721343462,0.00626727486906637,0.124391139983683,-2.27358063997422
"UBIAD1",0.170266867228044,4.81159643253393,3.01400840330386,0.00628601918110184,0.124562725534392,-2.27618571223107
"C8A",0.216011696355948,5.0273591221967,3.0132905343757,0.00629656500616333,0.124562725534392,-2.27764790761101
"AKR7A3",0.198730523583128,6.42898006798553,3.01268478929978,0.0063054768917196,0.124562725534392,-2.27888162212257
"ZNF573",-0.313016429672525,4.65630638167309,-3.01145488658461,0.00632360882159558,0.124566182046337,-2.28138626782343
"C6",0.255031404387051,5.35765946572046,3.01093927201281,0.006331225188108,0.124566182046337,-2.28243618213858
"ZNF557",0.216200457523773,4.25147504683515,3.01046365740428,0.00633825850504109,0.124566182046337,-2.28340458758669
"IGLL3P",0.284755387146678,5.78203916289509,3.00974112456123,0.0063489575649562,0.124566182046337,-2.28487563751714
"PMEPA1",0.270202891802576,5.33247741906724,3.00933932688829,0.00635491476863777,0.124566182046337,-2.28569362561884
"CWH43",0.135424843535198,3.54152262495099,3.00832759111419,0.00636993891813281,0.124590667035071,-2.28775315794143
"CPTP",0.196104695443163,7.12104637702894,3.00758412395637,0.00638100103772227,0.124590667035071,-2.28926642643625
"GNE",-0.455095456566538,7.04772135287152,-3.00685299252071,0.00639189759350146,0.124590667035071,-2.29075445024414
"SEC62",-0.341771402882147,9.0954448506898,-3.00614119443902,0.00640252316637238,0.124590667035071,-2.2922029962011
"COQ9",0.237604232700387,8.5313892129389,3.00594623124856,0.00640543649235122,0.124590667035071,-2.29259973401063
"LRPPRC",-0.458601034683403,8.0218541298617,-3.00479573621391,0.00642265420911924,0.124636384594153,-2.29494072282992
"A1CF",0.244141976336341,5.48452589159512,3.00447225984049,0.00642750318400597,0.124636384594153,-2.29559886130153
"MTO1",-0.271940736712492,6.30894918130617,-3.00192321687664,0.00646583695154457,0.125187712983734,-2.30078416306313
"AZI2",-0.281342469265388,5.19524149149021,-3.0008565331071,0.00648194329341528,0.125307659111085,-2.30295353713209
"DNM1L",-0.450730999160558,7.8586056823063,-2.99899776997973,0.00651010162890607,0.125615381960959,-2.30673311460583
"TMPRSS6",0.26010885721234,7.34209730774106,2.99849538352277,0.00651773238680604,0.125615381960959,-2.30775450749971
"CTF1",0.283873254864991,7.39734888363586,2.99668489277363,0.00654530321243952,0.12595474659798,-2.31143484917683
"STX2",0.168157424100253,6.14557881794682,2.99521673721676,0.00656774294548494,0.126017394371436,-2.31441868108473
"FAM98A",-0.360271987079047,8.47111751222511,-2.99516771640861,0.00656849346601096,0.126017394371436,-2.31451829987321
"EFR3A",-0.559638610853452,8.98158361337329,-2.99225594477171,0.00661322126649328,0.126683267382234,-2.32043442016319
"MAPKAPK2",0.140646266300643,5.70763538300838,2.99062200354242,0.00663844808187034,0.126974128742945,-2.323753298802
"CDC42EP4",0.380877573553134,7.23333244498909,2.9897122277061,0.00665253430345488,0.127015171008952,-2.3256009474491
"MATN4",0.327017650412188,4.81158995634276,2.98864284833402,0.00666912834325593,0.127015171008952,-2.32777245974942
"MRPS33",-0.3118647039868,7.96889491620513,-2.98853959302506,0.00667073270188597,0.127015171008952,-2.32798211732786
"BATF3",0.276926888144683,6.63627775763324,2.98567106276242,0.00671545154564484,0.127373047320871,-2.33380550347683
"GNA15",0.259951002606264,4.71286788232961,2.98536456030798,0.00672024671564719,0.127373047320871,-2.33442760657504
"GABARAPL3",0.275274151536313,5.87989341668698,2.98368732085758,0.00674654498138138,0.127373047320871,-2.33783144200676
"TGM1",0.265478403960821,5.91763062250035,2.98253129992174,0.00676472820998792,0.127373047320871,-2.34017707816902
"TK1",0.207297769547694,5.83144879523094,2.98129322784492,0.00678425413100026,0.127373047320871,-2.34268881661105
"TOMM20",-0.526229700854499,9.18676640765273,-2.98020475177042,0.00680146535719732,0.127373047320871,-2.3448967333674
"THBS4",0.345104486036662,7.58296386633048,2.97833726515417,0.00683109201672087,0.127373047320871,-2.34868411443071
"CEP250",0.184749279738053,6.43563933942839,2.97766201100414,0.00684183497342932,0.127373047320871,-2.35005334904951
"DYNLT3",-0.49981005312229,9.23286521140063,-2.97740331055471,0.00684595505711645,0.127373047320871,-2.35057789280879
"PDP1",-0.873576840915195,7.9954995542221,-2.9770710902238,0.00685124951182241,0.127373047320871,-2.35125148066137
"ARHGEF16",0.280266009287949,6.62317937746714,2.97592427148864,0.00686955604599472,0.127373047320871,-2.35357647281255
"CRBN",-0.333812391864604,8.57975990624231,-2.97587256716984,0.00687038249942268,0.127373047320871,-2.3536812869881
"SRPK1",-0.235332862660516,6.5203280987374,-2.97409190303001,0.00689890325170033,0.127373047320871,-2.35729059484207
"RASL12",0.364927882558184,6.06570893965491,2.9740391138777,0.0068997505004272,0.127373047320871,-2.35739758288546
"CADPS2",-0.706678897230157,8.14756245649022,-2.97376870152065,0.00690409209453872,0.127373047320871,-2.3579456175511
"HES2",0.171848920666928,3.88692155434636,2.97333754318885,0.00691101995378417,0.127373047320871,-2.35881939052376
"SETD6",-0.461712037939376,5.90127818726882,-2.97200741546618,0.00693243446563368,0.127373047320871,-2.36151468203835
"DZIP3",-0.293168519841512,6.97966929355441,-2.97103196434087,0.006948179222857,0.127373047320871,-2.36349098329096
"GDPD2",0.240535974940344,7.01189800131105,2.9706238070629,0.00695477745183404,0.127373047320871,-2.36431785145151
"ZNF12",-0.659846900292488,6.15451553405959,-2.96993475242354,0.00696593026314944,0.127373047320871,-2.36571367817157
"RAB21",-0.470889892270988,7.47119707072419,-2.96928536029163,0.00697645679218939,0.127373047320871,-2.36702904588412
"ACTR10",-0.42449039131812,9.91617529983725,-2.96867380208043,0.00698638397231171,0.127373047320871,-2.36826767824198
"ZFAND3",0.298999810029763,7.66394826094792,2.96854421658679,0.00698848921869391,0.127373047320871,-2.36853012433358
"ACAA2",0.364834742452035,7.44356274489104,2.96731439224393,0.00700849922442662,0.127373047320871,-2.37102063524597
"ACBD3",-0.188165196752392,6.22459196983854,-2.96692126211255,0.00701490726391964,0.127373047320871,-2.37181667703955
"ENTPD4",-0.29685568218497,7.16574863323389,-2.96666362324169,0.00701910983340413,0.127373047320871,-2.37233834304556
"NRCAM",-0.297029505206426,8.56448787053457,-2.96511166745402,0.00704447618420602,0.127373047320871,-2.37548036576934
"TSPAN13",-0.616219986702187,9.70783998484726,-2.96466689944923,0.00705176198480276,0.127373047320871,-2.3763807067125
"DNAJA1",-0.488853737645032,9.4319320095048,-2.96460556658548,0.00705276725223386,0.127373047320871,-2.37650485832654
"SLC29A1",-0.24446315893044,6.52855516195833,-2.96445719103085,0.00705519974800384,0.127373047320871,-2.37680519996158
"ATF1",-0.331568479350603,4.12136446788027,-2.96437012139727,0.00705662755748053,0.127373047320871,-2.37698144351104
"RABEP2",0.189256142364117,6.43566815570249,2.96323258348382,0.00707530689343345,0.127373047320871,-2.37928382707901
"CNN1",0.342498132813873,5.53761131008324,2.96313673736496,0.00707688292918972,0.127373047320871,-2.37947780457286
"IZUMO4",0.249041912346982,5.60868221017691,2.96295347197663,0.00707989737078796,0.127373047320871,-2.37984869817599
"RASGRP1",-0.833910991980667,7.49094385261456,-2.96235040616392,0.00708982558535176,0.127373047320871,-2.38106912368968
"ADRA1A",0.171303233618347,4.07167020975033,2.96213460407146,0.00709338155269771,0.127373047320871,-2.38150581943924
"FZD9",0.250458265849514,6.03835669055651,2.96204933012903,0.00709478715976428,0.127373047320871,-2.38167837585138
"AP3S1",-0.255963759543857,9.67665729500114,-2.96173727700507,0.00709993314002613,0.127373047320871,-2.38230981572761
"SRP72",-0.263609970018203,5.91790173309189,-2.96166189619875,0.00710117675960477,0.127373047320871,-2.38246234501368
"ITGA10",0.261205831161426,6.98724688448898,2.96091868397183,0.00711344931975692,0.127373047320871,-2.3839661171386
"SNRPE",-0.420236513964965,6.8379384432208,-2.9600892476806,0.0071271696678989,0.127373047320871,-2.38564417710203
"EDEM3",-0.251143922085347,4.74853940665369,-2.95968816823684,0.00713381331982511,0.127373047320871,-2.38645554871936
"CALML4",0.237458603134693,4.08742091659135,2.95921650725842,0.0071416337019232,0.127373047320871,-2.38740965002725
"H4C13",0.207602289964225,3.45873837349509,2.95828683369799,0.00715707221172826,0.127373047320871,-2.38929007094399
"PRSS53",0.271486110710196,7.02619770361336,2.95828676818204,0.00715707330083599,0.127373047320871,-2.3892902034529
"PKMYT1",0.199058558661903,6.90188521840069,2.95803957616868,0.00716118364019066,0.127373047320871,-2.38979015216329
"SFRP5",0.316709640434728,6.32530581505388,2.95792835211788,0.00716303382465707,0.127373047320871,-2.39001509879597
"COL9A1",0.289558428927595,5.9369125226551,2.95657363858684,0.00718560591647237,0.127536307617196,-2.39275469396919
"VPS13A",-0.318063465004611,5.45651264582563,-2.95616727054478,0.00719239004437717,0.127536307617196,-2.39357638423162
"SLC22A14",0.338850194681791,7.22947007562989,2.95362450640271,0.0072349797587433,0.127899897339183,-2.39871694214056
"USP8",-0.383873394504157,6.2229449811749,-2.95322167252082,0.00724174908956591,0.127899897339183,-2.39953116959829
"CNGB3",0.170527174312337,4.99923027947509,2.95310373484767,0.00724373209359233,0.127899897339183,-2.39976954276422
"RANBP6",-0.497614005781916,7.61238437371716,-2.95253158049088,0.00725335967667439,0.127899897339183,-2.40092591647417
"EDEM2",0.212706556325912,5.47418739988925,2.95151097616164,0.00727056370067464,0.128024703158258,-2.40298842929319
"DOK3",0.243453088352827,5.97189424223735,2.94918157065651,0.00730997621865324,0.128342835243429,-2.40769482005381
"RARA",0.254020799407381,6.03465446945382,2.94894900843058,0.00731392227664851,0.128342835243429,-2.40816461491586
"MATR3",-0.317821711298909,10.3449354442582,-2.94864495756404,0.00731908441117713,0.128342835243429,-2.40877880084021
"CEP63",-0.216097751656832,5.37093765905031,-2.94650130403408,0.00735557814610007,0.128659843000703,-2.4131082989793
"DCHS1",0.247625641345997,6.66280406374668,2.94542796645618,0.00737391609072444,0.128659843000703,-2.41527563534838
"RAB3GAP1",-0.307821779168016,8.13545744621961,-2.94530791800173,0.00737596983340672,0.128659843000703,-2.41551802385478
"MRPL33",-0.335668880626911,8.41299244077878,-2.94519698709331,0.00737786808316929,0.128659843000703,-2.41574199977593
"MAPK9",-0.433796905251908,7.84467240943319,-2.9440145177145,0.00739813156960242,0.12869420888094,-2.41812926789741
"MRPL3",-0.361875768614583,8.48148559959572,-2.94342997589797,0.00740816827771571,0.12869420888094,-2.41930925064632
"CHST8",0.354612670488568,6.27449692377136,2.94231925010724,0.00742727558508005,0.12869420888094,-2.42155115837712
"RTCA",-0.555277993088152,6.59134893930932,-2.94152799458657,0.00744091593983564,0.12869420888094,-2.42314803876234
"AQP3",0.185339065599831,5.66229179755597,2.94141966457928,0.00744278529140451,0.12869420888094,-2.42336665290626
"FOLR3",0.309285697745407,5.38579320693785,2.94033799216019,0.00746147537636194,0.12869420888094,-2.42554933569711
"MICALL2",0.289289193982719,6.49401997204521,2.9402306228597,0.0074633330449682,0.12869420888094,-2.42576597656487
"ESF1",-0.490127098736078,4.71696876519241,-2.94009591027934,0.00746566442388415,0.12869420888094,-2.42603778402289
"C17orf75",-0.175536993841898,3.38540630369956,-2.93933226202441,0.00747889353816471,0.12869420888094,-2.42757849227959
"TXNL1",-0.356694984307017,9.30095671636536,-2.93917448235775,0.00748162963912764,0.12869420888094,-2.42789680297394
"SREK1IP1",-0.310417155122753,4.69051317589941,-2.93703310442252,0.00751885867958259,0.128854129470151,-2.43221623303938
"MAP9",-0.642306801658221,5.24103517417276,-2.9360779542395,0.00753552157883224,0.128854129470151,-2.43414249052971
"RAB3GAP2",-0.1663187645293,7.14897265482879,-2.9346357020358,0.00756074907209673,0.128854129470151,-2.43705062005754
"INS",0.315958939861521,5.36899741928073,2.93429240805153,0.00756676576959822,0.128854129470151,-2.43774274807973
"DIPK1A",-0.331852288186365,8.5034767574207,-2.9335980431382,0.00757894946635429,0.128854129470151,-2.43914258546789
"IFI35",0.295373627767201,5.44898935035548,2.93316777696469,0.0075865085577661,0.128854129470151,-2.44000993478192
"ZC2HC1C",0.185491734137307,5.02075986843145,2.93267284739291,0.00759521259849592,0.128854129470151,-2.44100757301775
"TCP1",-0.366077341973154,8.47830214308468,-2.93197963266455,0.00760741982166151,0.128854129470151,-2.44240478587316
